KOTAKBANK,20190101,9:08,1254,1254,1254,1254,1810,0
KOTAKBANK,20190101,9:16,1255.6,1256,1251,1253,16381,0
KOTAKBANK,20190101,9:17,1253.05,1254,1252.7,1253.5,9346,0
KOTAKBANK,20190101,9:18,1253.25,1253.95,1252.6,1253.9,6224,0
KOTAKBANK,20190101,9:19,1253.95,1253.95,1251.25,1251.55,6680,0
KOTAKBANK,20190101,9:20,1252.35,1252.5,1250.1,1251.25,5922,0
KOTAKBANK,20190101,9:21,1251.6,1252.25,1250.35,1252.25,6408,0
KOTAKBANK,20190101,9:22,1251.5,1252,1250.8,1250.9,5611,0
KOTAKBANK,20190101,9:23,1250.9,1252,1250.9,1251.25,3556,0
KOTAKBANK,20190101,9:24,1251,1251,1248.5,1249,8491,0
KOTAKBANK,20190101,9:25,1249.5,1250.65,1248.35,1249.45,6137,0
KOTAKBANK,20190101,9:26,1249.3,1249.85,1248.5,1249,4413,0
KOTAKBANK,20190101,9:27,1248.55,1248.75,1248.05,1248.5,3180,0
KOTAKBANK,20190101,9:28,1248.65,1250.4,1248.5,1250,3775,0
KOTAKBANK,20190101,9:29,1250.45,1251.75,1250,1251.65,4672,0
KOTAKBANK,20190101,9:30,1251.8,1251.8,1251,1251.5,4342,0
KOTAKBANK,20190101,9:31,1251.3,1251.3,1249.65,1250.45,4958,0
KOTAKBANK,20190101,9:32,1249.85,1251,1249.35,1249.95,5711,0
KOTAKBANK,20190101,9:33,1249.15,1249.95,1249,1249.55,3174,0
KOTAKBANK,20190101,9:34,1249.55,1249.6,1247.55,1247.85,7767,0
KOTAKBANK,20190101,9:35,1247.85,1248.45,1247.5,1247.8,4690,0
KOTAKBANK,20190101,9:36,1248.2,1248.4,1247.25,1248.35,4217,0
KOTAKBANK,20190101,9:37,1248.4,1249.15,1248.1,1249.05,3919,0
KOTAKBANK,20190101,9:38,1249.15,1250.25,1248.5,1248.5,5146,0
KOTAKBANK,20190101,9:39,1248.55,1248.95,1247.65,1248.45,9758,0
KOTAKBANK,20190101,9:40,1248.15,1248.5,1246.15,1247.4,14914,0
KOTAKBANK,20190101,9:41,1247.4,1247.45,1246.5,1246.5,3889,0
KOTAKBANK,20190101,9:42,1247,1248.75,1247,1247.95,4365,0
KOTAKBANK,20190101,9:43,1248,1248.25,1247.5,1248.25,1604,0
KOTAKBANK,20190101,9:44,1248.5,1248.75,1247.55,1247.9,2012,0
KOTAKBANK,20190101,9:45,1248,1249,1248,1248.8,2006,0
